account_value,date,daily_return
1013769.5698293545,2021-10-04,
1020963.6401798946,2021-10-05,0.007096356573171869
1032235.5691244289,2021-10-06,0.011040480288355914
1036235.9190887539,2021-10-07,0.003875423482760043
1032673.0778434994,2021-10-08,-0.0034382529881685775
1033724.7331098416,2021-10-11,0.0010183816048912053
1038550.4279970563,2021-10-12,0.004668259095143457
1049260.7420569547,2021-10-13,0.010312753017255316
1067073.7458206073,2021-10-14,0.01697671803553069
1072385.9493324826,2021-10-15,0.004978290893840942
1075411.4401001828,2021-10-18,0.0028212704293482105
1081491.233302354,2021-10-19,0.005653457807371698
1080143.127474519,2021-10-20,-0.0012465249706358206
1083616.438563081,2021-10-21,0.003215602636553294
1089819.3694178783,2021-10-22,0.0057242864117332815
1093909.1596781933,2021-10-25,0.0037527230429932334
1096693.0822550976,2021-10-26,0.00254493031004821
1106187.682627412,2021-10-27,0.008657481774929199
1114762.0102717602,2021-10-28,0.0077512412938665065
1125594.0397402965,2021-10-29,0.009716898646282113
1128423.1991374218,2021-11-01,0.002513481146167118
1133265.485399934,2021-11-02,0.004291197013863046
1135455.8717829906,2021-11-03,0.0019328095766399933
1147648.4298350536,2021-11-04,0.01073802897590137
1144029.2143351757,2021-11-05,-0.0031535925164800638
1146655.3983638012,2021-11-08,0.00229555678798965
1146466.5715205395,2021-11-09,-0.00016467619088622598
1125442.1371676647,2021-11-10,-0.018338462607758732
1131717.8771235668,2021-11-11,0.005576243992157615
1140117.308962556,2021-11-12,0.007421842500480391
1136847.5048091137,2021-11-15,-0.002867954137471762
1135932.0071208202,2021-11-16,-0.000805295067650369
1135198.9641406261,2021-11-17,-0.0006453229379917991
1131873.4537265026,2021-11-18,-0.0029294515932201115
1129162.523215028,2021-11-19,-0.0023950826857448426
1124494.3162486278,2021-11-22,-0.004134220601927585
1117401.7633502209,2021-11-23,-0.006307326587534967
1114920.2859370434,2021-11-24,-0.0022207566647626242
1095761.8578860485,2021-11-26,-0.017183675185255987
1117752.5556704723,2021-11-29,0.02006886590015866
1087939.8520228588,2021-11-30,-0.026672006694478667
1032918.6909053051,2021-12-01,-0.05057371601495264
1044465.7718836986,2021-12-02,0.011179080289730248
1039348.1337229931,2021-12-03,-0.004899766271398098
1047223.1907565319,2021-12-06,0.007576919395938964
1066604.0616175854,2021-12-07,0.01850691527090076
1063780.2844607555,2021-12-08,-0.0026474464690743327
1062914.2028834545,2021-12-09,-0.0008141545673974182
1080239.052347871,2021-12-10,0.016299386552007578
1082777.7838465893,2021-12-13,0.0023501571186492765
1060024.7260234081,2021-12-14,-0.021013598692753432
1074640.239634248,2021-12-15,0.013787898765030393
1052536.751490327,2021-12-16,-0.02056826771296394
1040711.0518290722,2021-12-17,-0.011235426833799744
1029590.4741694652,2021-12-20,-0.010685557379315092
1045139.8073603832,2021-12-21,0.015102444691381889
1052568.5568759167,2021-12-22,0.00710790026675534
1054488.3427684032,2021-12-23,0.001823905796867642
1073092.7370593273,2021-12-27,0.017643053542043985
1071845.876227113,2021-12-28,-0.0011619320391927923
1071998.1627413952,2021-12-29,0.00014207874253169273
1070499.7623126232,2021-12-30,-0.0013977639895763616
1069004.8859240734,2021-12-31,-0.0013964285104747232
