account_value,date,daily_return
1000350.4611550263,2021-07-06,
1001833.4583122261,2021-07-07,0.001482477606385535
994110.6486736344,2021-07-08,-0.007708676102315626
1006941.5932786607,2021-07-09,0.012906958216517994
1008614.6373105363,2021-07-12,0.0016615105017443454
1006006.7780044222,2021-07-13,-0.00258558542543863
1005676.2034250803,2021-07-14,-0.00032860074759899494
1006250.0815096368,2021-07-15,0.0005706390213888746
1002674.6533406305,2021-07-16,-0.0035532202528046897
983942.1551318216,2021-07-19,-0.018682528920420438
993328.6213032542,2021-07-20,0.009539652430253787
998458.3212630625,2021-07-21,0.005164151973269693
1003764.110907403,2021-07-22,0.005313982097548742
1009913.8320784236,2021-07-23,0.006126659744251306
1008686.7612441493,2021-07-26,-0.0012150252777001214
1005125.8491359759,2021-07-27,-0.0035302457065871096
998986.5361689616,2021-07-28,-0.006108004258662536
1001959.3158796245,2021-07-29,0.0029757955718434648
998477.3696987773,2021-07-30,-0.003475137289172592
997290.7292823268,2021-08-02,-0.0011884499864113218
1002641.007844453,2021-08-03,0.005364813293688542
1003169.7340936061,2021-08-04,0.0005273335570921134
1013885.198446458,2021-08-05,0.01068160650055261
1014047.2904496776,2021-08-06,0.0001598721467361841
1011204.6255755321,2021-08-09,-0.002803286297313523
1003001.5152607966,2021-08-10,-0.00811221597217937
1003631.7821730358,2021-08-11,0.0006283808176255068
1016134.1646723109,2021-08-12,0.012457140877110584
1025348.506794862,2021-08-13,0.009068036921603406
1024804.7164506237,2021-08-16,-0.0005303468436679282
1018774.7831925671,2021-08-17,-0.00588398273472146
1019034.1372108775,2021-08-18,0.0002545744384225834
1027921.8919675304,2021-08-19,0.008721743886793476
1040668.7478837367,2021-08-20,0.012400607493442628
1047002.3341843387,2021-08-23,0.006086073319182095
1041215.1402185794,2021-08-24,-0.005527393566192695
1041146.7582827427,2021-08-25,-6.567512629751526e-05
1045725.0545310947,2021-08-26,0.004397359173363258
1046044.1388640414,2021-08-27,0.0003051321488034553
1048247.6872447102,2021-08-30,0.0021065539194757843
1047686.4113366978,2021-08-31,-0.0005354420666433546
1054402.8449636356,2021-09-01,0.006410728968383461
1049026.762168668,2021-09-02,-0.005098699060464895
1052875.7898134738,2021-09-03,0.0036691415163219165
1047367.4038957569,2021-09-07,-0.005231752853480209
1044633.2743530781,2021-09-08,-0.002610477977936898
1035022.1477636921,2021-09-09,-0.009200479082324908
1026626.5096021548,2021-09-10,-0.00811155411473774
1023217.8855467426,2021-09-13,-0.003320218232756522
1022525.4591943561,2021-09-14,-0.0006767144731999464
1030394.9501448527,2021-09-15,0.007696132042225079
1035121.4367537395,2021-09-16,0.0045870630559887715
1031009.8264153148,2021-09-17,-0.003972104327506942
1018628.9085453044,2021-09-20,-0.01200853527561152
1016698.544582246,2021-09-21,-0.001895061044178692
1021356.1634694989,2021-09-22,0.0045811208367241285
1050437.56667917,2021-09-23,0.028473322284444658
1060252.7985583127,2021-09-24,0.00934394598069499
1045797.6113859913,2021-09-27,-0.013633717536022494
1023679.8831976482,2021-09-28,-0.021149147739045415
1023517.6448163769,2021-09-29,-0.00015848546399543917
1016732.8012336552,2021-09-30,-0.006628946376336153
1027519.6590665677,2021-10-01,0.010609333956595357
