account_value,date,daily_return
1000000.0,2021-04-06,
1000150.3389654771,2021-04-07,0.00015033896547711478
1000808.2586651994,2021-04-08,0.0006578208036231992
1005327.9722796329,2021-04-09,0.004516063467003839
1004072.8936796496,2021-04-12,-0.001248427015451914
1002505.4392774089,2021-04-13,-0.001561096223299474
1002147.806060059,2021-04-14,-0.0003567394283742198
1008228.1355087091,2021-04-15,0.006067298069089233
1011600.2757259218,2021-04-16,0.0033446202287454874
1007938.5387302401,2021-04-19,-0.0036197469331985532
1003541.3766294483,2021-04-20,-0.004362529987524066
1010770.1027014926,2021-04-21,0.007203216768523424
1002366.2340357746,2021-04-22,-0.008314322557876341
1010314.4462513889,2021-04-23,0.007929449282836343
1006939.1773129505,2021-04-26,-0.003340810329855004
1007867.717094067,2021-04-27,0.000922140882028577
997953.1782683834,2021-04-28,-0.00983714296779914
1004988.2329824986,2021-04-29,0.00704948375065273
999494.8843383717,2021-04-30,-0.005466082550861673
1005602.303336163,2021-05-03,0.006110505509824948
1002804.599293778,2021-05-04,-0.0027821177746942816
1008391.402768128,2021-05-05,0.005571178550920486
1018709.9711849141,2021-05-06,0.010232701695453539
1026843.9191204457,2021-05-07,0.007984557102224787
1022359.6311077658,2021-05-10,-0.0043670590331985615
1004997.3830532767,2021-05-11,-0.01698252505889386
988660.7862015348,2021-05-12,-0.01625536257826843
1001524.188748715,2021-05-13,0.013010936336012469
1018670.0718354918,2021-05-14,0.01711978929655067
1017803.7802192006,2021-05-17,-0.0008504143198496683
1006198.836724629,2021-05-18,-0.011401945758220955
997265.1801551481,2021-05-19,-0.008878619457126091
1003721.5088896872,2021-05-20,0.0064740340513389505
1008815.1906118476,2021-05-21,0.005074795824386413
1013729.9503166626,2021-05-24,0.004871813738088315
1006577.8775401046,2021-05-25,-0.007055205160234168
1008135.1494834716,2021-05-26,0.0015470953396798937
1016358.49008796,2021-05-27,0.008156982333868301
1019198.9541535957,2021-05-28,0.00279474623701903
1026565.3786877602,2021-06-01,0.007227661001950381
1028637.7049316948,2021-06-02,0.0020186987472572415
1031556.1670151604,2021-06-03,0.0028372108755816416
1035591.5763710297,2021-06-04,0.003911962804260982
1029582.6442977379,2021-06-07,-0.005802414977484349
1028307.3171653756,2021-06-08,-0.001238683596140211
1020861.9330034951,2021-06-09,-0.007240427095670521
1016671.8644285401,2021-06-10,-0.00410444198132387
1017501.5783370561,2021-06-11,0.000816107868768734
1010987.9568682717,2021-06-14,-0.006401583651034604
1008802.9694375162,2021-06-15,-0.0021612398208222805
1001827.2531789674,2021-06-16,-0.006914845088568988
987670.264314759,2021-06-17,-0.014131167643209763
970650.119210305,2021-06-18,-0.017232618738666328
990314.8552964295,2021-06-21,0.020259345460260425
989707.8491869629,2021-06-22,-0.0006129425467266136
989271.2923860291,2021-06-23,-0.00044109663401414867
1004218.6520752724,2021-06-24,0.015109464718410681
1005150.5794168252,2021-06-25,0.000928012380199128
996523.4355583963,2021-06-28,-0.008582936761011739
995321.3356650705,2021-06-29,-0.0012062936509388278
1002995.2910622224,2021-06-30,0.007710028030318838
1005003.3656707658,2021-07-01,0.0020020778027947106
1005963.5168953828,2021-07-02,0.0009553711533853981
