account_value,date,daily_return
879924.7953520647,2022-07-06,
894417.4910867944,2022-07-07,0.016470379981656347
892322.0640792565,2022-07-08,-0.002342784022472344
884827.6141773667,2022-07-11,-0.008398817202422193
878373.1276033692,2022-07-12,-0.007294626061143394
874082.9062101045,2022-07-13,-0.004884281244999511
868052.462565619,2022-07-14,-0.006899166659868228
888333.9012748781,2022-07-15,0.023364300642976232
883018.8332740846,2022-07-18,-0.005983187170010784
908951.2513725343,2022-07-19,0.029367910537419384
918456.0352546754,2022-07-20,0.010456868691020249
925755.0382644716,2022-07-21,0.007947035818401726
919961.1040374818,2022-07-22,-0.0062586040448148195
917991.9243309083,2022-07-25,-0.0021405032212027386
901636.1624557558,2022-07-26,-0.017816890804430274
921080.9441825929,2022-07-27,0.021566106747400227
932869.7139732423,2022-07-28,0.01279884234399331
936653.8771011415,2022-07-29,0.004056475487645317
935717.2391330817,2022-08-01,-0.0009999830150263511
932134.1953464606,2022-08-02,-0.003829195014020237
942959.4591384986,2022-08-03,0.011613417731139553
939154.4129469551,2022-08-04,-0.004035217160894611
940742.7950293755,2022-08-05,0.0016912895904266367
942202.642038607,2022-08-08,0.0015518024872951397
939231.5339834045,2022-08-09,-0.003153364173097639
956301.4055349182,2022-08-10,0.018174295617096714
957556.7181264709,2022-08-11,0.0013126746277765111
971193.2859746765,2022-08-12,0.014241002741734787
976542.3127843689,2022-08-15,0.005507685119882311
986588.7220365356,2022-08-16,0.010287735739296311
983174.7829267334,2022-08-17,-0.0034603467823502987
983056.4315587829,2022-08-18,-0.00012037673260711923
973542.1789647888,2022-08-19,-0.009678236455772815
953821.9372350525,2022-08-22,-0.020256176009452176
945876.6670209717,2022-08-23,-0.008329930256283036
948658.1926824402,2022-08-24,0.0029406853540736577
955694.47532099,2022-08-25,0.007417089414105904
924055.7510167907,2022-08-26,-0.033105479963743356
918990.0031568359,2022-08-29,-0.005482080333768513
912407.8988496612,2022-08-30,-0.00716232416518614
907624.7305318664,2022-08-31,-0.0052423574191162725
914955.7362157654,2022-09-01,0.008077133023472127
904553.2346040558,2022-09-02,-0.011369404223568358
897908.3607236694,2022-09-06,-0.007346028543355976
912773.6375009369,2022-09-07,0.016555449784749543
918663.9789926361,2022-09-08,0.00645323358354899
928761.4686815094,2022-09-09,0.010991494082467135
933565.3310128998,2022-09-12,0.005172331640986405
895844.9814969848,2022-09-13,-0.04040461686274177
894069.0751249145,2022-09-14,-0.0019823813368946563
888860.6429387878,2022-09-15,-0.005825536673885079
887496.3343259643,2022-09-16,-0.0015348959633455506
894232.7081910919,2022-09-19,0.007590311761956459
884326.5602399658,2022-09-20,-0.011077818850044996
872014.4672071289,2022-09-21,-0.013922563888046025
868611.8657094787,2022-09-22,-0.0039020012002185522
856332.0041219543,2022-09-23,-0.014137340361444761
849429.4196721863,2022-09-26,-0.008060640518563478
846034.6427251648,2022-09-27,-0.003996537991739935
862239.5342809509,2022-09-28,0.019153933819528346
848163.1392881225,2022-09-29,-0.016325388054222234
832585.9222032379,2022-09-30,-0.01836582652950336
853976.318075354,2022-10-03,0.025691517597981495
